"2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-14","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-14","2015-12-13","2015-12-14","2015-12-13","2015-12-14","2015-12-13","2015-12-14"
"証券コード","会社名","市場","業種","PER","東証1部平均
PER","PBR","東証1部平均
PBR","昨季
営業利益増加率(%)","今期予想
営業利益増加率(%)","四半期の見通し
悪1 - 5良","四半期の見通し
悪1 - 5良","自己資本比率(%)","IR活動の数
(分割,分売,優待新設,優待拡充,優待変更,自己株式取得)","上場日","株主優待","配当月","サイクロ","一か月の
25日移動曲線の
値動き","25日
移動平均曲線の
値動き
乖離率","一か月の
25日移動曲線の
出来高","25日
移動平均曲線
出来高
"1771-F","日本乾溜工業","福証","建設業","","15.8257337701220262","","1.21499040903193167","-11.877%","","4","2","65.600%","0","1996-04-26","あり","9月末日","0.8571428571428571","→→→→","","↑↑↑↓","-100.000%","7.672%","312.000%","463.500%","37.364%","40.545%","25.510%","25.510%","285.714%","285.714%","95.900%","95.900%"
"1773-T","ワイ・ティー・エル・コーポレーション・バーハッド","東証1部外国","建設業","","15.8257337701220262","","1.21499040903193167","","","","","","0","1996-02-29","なし","6月末日","0.875","↓→→→","-3.899%","↑↑↓↑","424.186%","","","","","","","","","","",""
"1775-T","富士古河E&C","東証2部","建設業","7.17329545454545414","15.8257337701220262","1.05921834580158003","1.21499040903193167","20.547%","-66.323%","5","5","33.400%","0","1996-02-23","なし","3月末日","0.5833333333333334","→→→→","1.465%","↑↓↑↑","112.546%","347.525%","1155.200%","1288.400%","88.864%","81.545%","75.510%","76.260%","95.605%","96.555%","232.577%","234.887%"
"1776-T","三井住建道路","東証2部","建設業","7.14285714285714235","15.8257337701220262","0.596835987385649913","1.21499040903193167","7.799%","-64.470%","2","4","27.700%","0","1996-02-15","なし","3月末日","0.6363636363636364","→→→→","-3.269%","↑↓↓↓","-71.374%","107.625%","596.800%","689.600%","52.818%","52.318%","39.725%","38.525%","122.339%","118.643%","92.167%","89.383%"
"1780-T","ヤマウラ","東証1部","建設業","16.0891089108910883","15.8257337701220262","0.829519972288563556","1.21499040903193167","27.381%","","4","2","58.300%","2","1995-09-13","あり","9月末日","0.3333333333333333","↓↓→→","-2.469%","↑↑↑↓","-12.742%","241.625%","491.000%","1105.300%","335.909%","603.545%","633.650%","617.150%","171.580%","167.112%","290.206%","282.650%"
"1782-T","常磐開発","JQスタンダード","建設業","5.22754021184778406","15.8257337701220262","0.875119035891373631","1.21499040903193167","32.091%","-27.736%","5","4","37.500%","0","1995-08-02","なし","3月末日","0.5","↑→→↓","-3.922%","↑↓↑→","-50.462%","16.704%","513.800%","464.700%","29.500%","30.727%","34.250%","34.250%","249.318%","249.318%","182.201%","182.201%"
"1783-T","アジアゲートホールディングス","JQスタンダード","建設業","78.9473684210526301","15.8257337701220262","0.497875730217737678","1.21499040903193167","-19.111%","","1","3","98.900%","0","1995-06-22","あり","9月末日・3月末日","0.75","↑→↑→","-4.092%","↑↓↓↓","-62.985%","12.732%","13.600%","695.800%","467.818%","474.545%","1544.600%","1544.600%","207.961%","207.961%","115.840%","115.840%"
"1787-T","ナカボーテック","JQスタンダード","建設業","10.1069615663524299","15.8257337701220262","0.935253608904620837","1.21499040903193167","-30.844%","-140.845%","2","4","64.000%","0","1995-04-07","なし","3月末日","0.6","↑→→→","-1.357%","↑↑↓↑","52.174%","23.360%","431.400%","651.100%","21.773%","21.727%","17.625%","17.625%","193.495%","193.495%","197.752%","197.752%"
"1788-T","三東工業社","JQスタンダード","建設業","14.8873653281096949","15.8257337701220262","0.418502202643171839","1.21499040903193167","-434.043%","57.962%","2","4","66.200%","0","1995-03-29","なし","6月末日","0.5833333333333334","→→↑→","-2.720%","↑↑↑↑","-71.084%","4.224%","23.000%","247.700%","33.955%","33.955%","29.900%","29.900%","249.063%","249.063%","46.027%","46.027%"
"1789-T","山加電業","JQスタンダード","建設業","9.29261289480553287","15.8257337701220262","1.33678795388832561","1.21499040903193167","-445.000%","","3","2","61.300%","0","1995-02-17","なし","9月末日","0.5","→→→→","-2.881%","↑↑→↓","-67.927%","9.204%","8.000%","169.600%","35.273%","241.273%","121.750%","148.250%","109.132%","132.885%","43.945%","53.510%"
"1793-T","大本組","JQスタンダード","建設業","10.6060606060606073","15.8257337701220262","0.459614529879995126","1.21499040903193167","187.997%","6.767%","2","4","66.000%","1","1994-12-16","なし","3月末日","0.6666666666666666","→→→→","-2.310%","↑→↑↓","-64.029%","116.292%","1193.000%","5446.800%","42.000%","39.818%","69.970%","69.970%","126.113%","126.113%","641.634%","641.634%"
"1795-T","マサル","JQスタンダード","建設業","11.6576022700401989","15.8257337701220262","0.720433721558942697","1.21499040903193167","112.935%","","4","2","41.300%","3","1994-11-02","あり","3月末日・9月末日","0.6666666666666666","→↑↑↑","4.134%","↑↑↑↑","-75.281%","8.796%","123.800%","315.900%","23.955%","28.455%","13.825%","14.825%","175.361%","188.045%","67.483%","72.364%"
"1798-T","守谷商会","JQスタンダード","建設業","6.92771084337349308","15.8257337701220262","0.485120417241908297","1.21499040903193167","98.084%","-2.901%","3","5","29.800%","0","1994-10-03","なし","3月末日","0.8888888888888888","↑↑→→","0.903%","↑↓↓↓","190.566%","11.300%","181.000%","555.300%","37.636%","38.273%","54.800%","54.800%","277.118%","277.118%","137.000%","137.000%"
"1799-T","第一建設工業","JQスタンダード","建設業","8.23497117760087782","15.8257337701220262","0.51879777262822957","1.21499040903193167","2.612%","-26.218%","2","2","77.400%","0","1994-08-26","なし","3月末日","0.4166666666666667","→→→→","1.781%","↑↓↓↑","-6.073%","98.536%","2258.800%","4681.400%","95.409%","92.045%","1042.900%","1042.900%","285.714%","285.714%","1231.700%","1231.700%"
"1801-T","大成建設","東証1部","建設業","16.3382594417077165","15.8257337701220262","1.89704480457578639","1.21499040903193167","30.952%","25.680%","5","5","28.200%","0","1957-09-01","あり","3月末日","0.4166666666666667","→→→→","1.769%","↑↓↓↓","-1.234%","23015.425%","26244.600%","48975.300%","4197.136%","4073.000%","5856.340%","5856.340%","285.714%","285.714%","46030.850%","46030.850%"
"1802-F","大林組","福証","建設業","","15.8257337701220262","","1.21499040903193167","51.255%","88.216%","4","5","28.300%","0","1958-12-01","なし","3月末日","","→→→→","","→→→→","","3229.476%","20009.600%","50767.100%","1673.318%","1514.045%","3523.495%","3523.495%","279.058%","279.058%","39427.930%","39427.930%"
"1802-T","大林組","東証1部","建設業","16.4153382162860844","15.8257337701220262","1.64268981474827913","1.21499040903193167","51.255%","88.216%","4","5","28.300%","0","1958-12-01","なし","3月末日","0.4166666666666667","↑↑↑↑","1.864%","↑↓↓↓","28.029%","20184.225%","20009.600%","50767.100%","1673.318%","1514.045%","3523.495%","3523.495%","279.058%","279.058%","39427.930%","39427.930%"
"1803-T","清水建設","東証1部","建設業","14.7631502470212155","15.8257337701220262","1.68056106920735759","1.21499040903193167","92.032%","56.156%","5","5","28.000%","0","1961-10-01","あり","3月末日","0.5","→→→→","-2.783%","↑↓→↓","-1.785%","19811.425%","17104.600%","47690.900%","1960.955%","1743.182%","3451.470%","3451.470%","250.125%","250.125%","34687.292%","34687.292%"
"1805-T","飛島建設","東証1部","建設業","9.31304748732134513","15.8257337701220262","1.81867290897632139","1.21499040903193167","91.550%","48.646%","5","5","18.000%","0","1961-09-01","なし","3月末日","0.5833333333333334","↓↓↓→","-2.885%","↑↓→↓","-27.539%","864.000%","738.200%","1650.400%","1872.955%","1915.318%","7722.750%","8597.000%","285.714%","285.714%","1728.000%","1728.000%"
"1807-T","佐藤渡辺","JQスタンダード","建設業","6.42622950819672134","15.8257337701220262","0.428371605082177365","1.21499040903193167","-32.411%","-48.840%","3","5","35.000%","0","1993-09-28","なし","3月末日","1.0","→→→→","-0.890%","↑↑↓↓","-87.685%","18.728%","776.200%","1083.000%","48.409%","48.227%","60.490%","60.490%","216.333%","216.333%","177.253%","177.253%"
"1808-T","長谷工コーポレーション","東証1部","建設業","8.9579158316633265","15.8257337701220262","2.51071876579730757","1.21499040903193167","48.062%","36.700%","5","5","31.900%","0","1961-10-01","なし","3月末日","0.5833333333333334","→→↑↑","0.461%","↑↓↓↓","13.368%","10121.725%","13458.800%","14382.800%","1645.864%","1674.091%","15039.700%","15039.700%","285.714%","285.714%","20243.450%","20243.450%"
"1810-T","松井建設","東証1部","建設業","9.02688108932973421","15.8257337701220262","0.869742244138570708","1.21499040903193167","124.198%","9.912%","2","4","42.200%","0","1961-10-01","なし","3月末日","0.3333333333333333","↑↑↑↑","1.849%","↑↑↑↑","52.456%","576.425%","1141.200%","2588.700%","107.136%","123.045%","1439.000%","1439.000%","268.897%","268.897%","1084.991%","1084.991%"
"1811-T","錢高組","東証1部","建設業","25.4699248120300723","15.8257337701220262","0.752004883869356489","1.21499040903193167","610.185%","85.050%","5","5","35.400%","0","1961-10-01","なし","3月末日","0.4166666666666667","↓↓↓↓","-2.742%","↑↓↑↓","-74.938%","1007.375%","726.200%","5200.600%","134.955%","143.773%","232.505%","232.505%","180.686%","180.686%","1274.128%","1274.128%"
"1812-T","鹿島建設","東証1部","建設業","18.7435098650051906","15.8257337701220262","1.7100900047370915","1.21499040903193167","-44.952%","480.276%","5","5","23.600%","0","1961-10-01","なし","3月末日","0.5","↑→→↑","2.790%","↑↓↑↓","-10.663%","18714.425%","9674.200%","43491.500%","2973.636%","2773.182%","4908.310%","4970.110%","265.272%","268.612%","34750.840%","35188.384%"
"1813-T","不動テトラ","東証1部","建設業","13.6197440585009151","15.8257337701220262","1.23048971839127907","1.21499040903193167","4.381%","-62.755%","3","2","44.300%","0","1961-10-01","なし","3月末日","0.6666666666666666","↓↓→→","-1.062%","↑↓↓↓","-29.748%","673.500%","1900.400%","2018.100%","1098.545%","1255.455%","8224.250%","8224.250%","258.183%","258.183%","1217.203%","1217.203%"
"1814-T","大末建設","東証1部","建設業","6.6539144691897798","15.8257337701220262","1.32529628672118438","1.21499040903193167","33.806%","52.073%","3","5","19.400%","0","1961-10-01","なし","3月末日","0.5833333333333334","↑↑↑↑","1.615%","↑↑↑↓","-47.603%","262.425%","655.400%","639.000%","332.636%","314.364%","522.700%","522.700%","281.407%","281.407%","516.938%","516.938%"
"1815-T","鉄建建設","東証1部","建設業","29.2682926829268304","15.8257337701220262","1.03960910697577713","1.21499040903193167","10.271%","76.101%","5","5","24.800%","0","1961-10-01","なし","3月末日","0.6666666666666666","→→→↓","-6.658%","↑→↑↓","78.571%","1183.000%","1133.600%","4410.100%","940.227%","970.091%","704.545%","704.545%","256.940%","256.940%","2127.722%","2127.722%"
"1820-T","西松建設","東証1部","建設業","10.8008308331410117","15.8257337701220262","0.875175315568022416","1.21499040903193167","83.833%","96.739%","5","5","39.200%","0","1961-11-01","なし","3月末日","0.3333333333333333","→→→→","-3.601%","↑↓↓↓","-14.974%","3279.900%","3208.800%","14784.700%","1220.000%","997.364%","1389.785%","1389.785%","285.714%","285.714%","6559.800%","6559.800%"
"1821-T","三井住友建設","東証1部","建設業","10.5691056910569099","15.8257337701220262","2.48936170212765973","1.21499040903193167","54.393%","24.044%","4","5","12.300%","0","1962-02-01","なし","3月末日","0.6666666666666666","↓↓→→","-0.982%","↑↓↓↓","-66.162%","2379.100%","3997.400%","3447.000%","4027.000%","3985.000%","40668.300%","40668.300%","285.714%","285.714%","4758.200%","4758.200%"
"1822-T","大豊建設","東証1部","建設業","10.0281783523951606","15.8257337701220262","1.350235454281697","1.21499040903193167","140.925%","32.997%","4","4","31.800%","0","1962-02-01","なし","3月末日","0.6666666666666666","↑↑↑↑","1.035%","↑↑↑↓","-42.417%","1318.450%","1767.600%","3129.500%","384.273%","421.682%","428.350%","388.050%","285.714%","254.380%","2636.900%","2347.709%"
"1824-T","前田建設工業","東証1部","建設業","13.5968799858181182","15.8257337701220262","0.87805659858961449","1.21499040903193167","39.794%","52.997%","5","3","35.700%","0","1962-06-01","なし","3月末日","0.5","↓↓↓↓","-1.843%","↑↑↑→","-24.541%","3477.375%","5311.800%","15279.300%","352.636%","297.818%","765.015%","765.015%","236.026%","236.026%","5745.264%","5745.264%"
"1826-T","佐田建設","東証1部","建設業","15.3593796600059651","15.8257337701220262","0.798028945981962945","1.21499040903193167","63.131%","-37.152%","3","2","46.000%","0","1962-08-01","なし","3月末日","0.25","→→↓↓","-5.595%","↑↓↓↓","8.709%","201.000%","417.800%","979.500%","317.182%","316.318%","3880.300%","776.050%","285.714%","285.714%","402.000%","402.000%"
"1827-T","ナカノフドー建設","東証1部","建設業","10.3547854785478552","15.8257337701220262","1.41858668826887224","1.21499040903193167","49.644%","92.456%","5","5","21.700%","0","1962-09-01","なし","3月末日","0.3333333333333333","↓→→→","2.499%","↑↑↑↓","-56.624%","646.850%","1264.600%","1698.200%","137.818%","141.136%","1053.400%","1053.400%","174.486%","174.486%","790.065%","790.065%"
"1828-T","田辺工業","東証2部","建設業","8.07026930622436289","15.8257337701220262","0.42470716323772334","1.21499040903193167","20.608%","32.213%","2","3","50.700%","0","1993-09-22","なし","3月末日","0.3333333333333333","→→→→","-0.506%","↑→↑↓","17.340%","122.175%","403.400%","1103.000%","50.455%","50.227%","260.700%","260.700%","277.725%","277.725%","237.517%","237.517%"
"1832-S","北海電気工事","札証","建設業","","15.8257337701220262","","1.21499040903193167","-529.457%","-96.209%","4","5","58.100%","0","1993-10-29","なし","3月末日","0.7777777777777778","→↑↑↑","","↑↑↑↑","-100.000%","37.076%","-254.600%","1907.900%","33.227%","32.773%","46.110%","46.110%","133.600%","133.600%","216.709%","216.709%"
"1833-T","奥村組","東証1部","建設業","17.7033492822966529","15.8257337701220262","0.94754364249434464","1.21499040903193167","74.881%","121.027%","4","5","54.000%","0","1962-09-01","なし","3月末日","0.4166666666666667","→→→↑","1.204%","↑↑→↑","31.279%","3755.975%","1881.000%","14065.500%","488.864%","454.455%","996.880%","996.580%","249.488%","249.413%","6559.492%","6557.518%"
"1835-T","東鉄工業","東証1部","建設業","14.9685733903765907","15.8257337701220262","1.72825954384681069","1.21499040903193167","8.358%","3.140%","5","5","55.100%","2","1962-11-01","なし","3月末日","0.75","→→↑↑","4.148%","↑↑↑↑","-23.856%","2523.400%","3690.800%","5621.100%","226.182%","250.955%","1421.500%","1584.000%","225.010%","250.732%","3974.530%","4428.882%"
"1840-S","土屋ホールディングス","札証","建設業","","15.8257337701220262","","1.21499040903193167","-62.332%","-701.587%","3","3","93.300%","0","1993-05-28","なし","10月末日","","→→→→","","→→→→","","19.484%","154.200%","1340.700%","169.364%","169.364%","885.750%","885.750%","196.370%","196.370%","167.390%","167.390%"
"1840-T","土屋ホールディングス","東証2部","建設業","45.542168674698793","15.8257337701220262","0.359725923106204826","1.21499040903193167","-62.332%","","3","3","93.300%","0","1993-05-28","なし","10月末日","0.6666666666666666","→→↓→","-1.357%","↑↓↓↑","103.105%","121.775%","154.200%","1340.700%","169.364%","169.364%","885.750%","885.750%","196.370%","196.370%","167.390%","167.390%"
"1841-T","サンユー建設","JQスタンダード","建設業","11.6284923231814759","15.8257337701220262","0.343569779245261997","1.21499040903193167","11.640%","-10.900%","4","4","79.700%","0","1963-06-25","なし","3月末日","0.8181818181818182","↑↑↑→","-0.585%","↑↓→↓","-95.285%","14.976%","168.600%","941.500%","50.864%","47.500%","136.500%","136.500%","195.000%","195.000%","127.764%","127.764%"
